step,loss,acc_top1,acc_top5,learning_rate
127600,0.504206657409668,91.40625,95.703125,0.00029993213435559424
127700,0.4845427870750427,88.671875,97.265625,0.00029993213435559424
127800,0.4401419460773468,90.625,97.265625,0.00029993213435559424
127900,0.4175376892089844,92.578125,96.875,0.00029993213435559424
128000,0.32941344380378723,92.1875,99.21875,0.00029993213435559424
128100,0.5077520608901978,89.0625,97.65625,0.00029993213435559424
128200,0.6887997388839722,83.59375,93.359375,0.00029993213435559424
128300,0.3972756564617157,92.1875,96.875,0.00029993213435559424
128400,0.47017353773117065,91.015625,96.09375,0.00029993213435559424
128500,0.2623976469039917,96.484375,98.4375,0.00029992753494342307
128600,0.5796294212341309,86.71875,93.359375,0.00029992753494342307
128700,0.8735651969909668,83.984375,88.28125,0.00029992753494342307
128800,0.4897185266017914,88.28125,96.09375,0.00029992753494342307
128900,0.5648248791694641,90.234375,94.53125,0.00029992753494342307
129000,0.6713476181030273,86.71875,92.96875,0.00029992753494342307
129100,0.41122502088546753,92.96875,96.09375,0.00029992753494342307
129200,0.5769824385643005,88.671875,94.53125,0.00029992753494342307
129300,0.6114881634712219,85.9375,94.921875,0.00029992753494342307
129400,0.47805675864219666,89.84375,94.921875,0.00029992753494342307
129500,0.45958054065704346,92.578125,94.921875,0.00029992753494342307
129600,0.7189276814460754,87.890625,94.140625,0.00029992753494342307
129700,0.6609072685241699,85.546875,93.75,0.00029992753494342307
129800,0.6666387915611267,87.109375,94.53125,0.00029992753494342307
129900,0.5963862538337708,87.5,93.359375,0.00029992753494342307
130000,0.3940330743789673,93.359375,98.4375,0.00029992753494342307
130100,0.3474210500717163,91.796875,98.828125,0.00029992753494342307
130200,0.6959943771362305,83.59375,92.96875,0.00029992753494342307
130300,0.5421827435493469,90.234375,95.703125,0.00029992753494342307
130400,0.5101354122161865,89.84375,95.703125,0.00029992753494342307
130500,0.5031794309616089,88.671875,94.140625,0.00029992753494342307
130600,0.535788893699646,89.453125,94.921875,0.00029992753494342307
130700,0.6485705375671387,87.890625,93.75,0.00029992753494342307
130800,0.6482040882110596,83.984375,93.75,0.00029992753494342307
130900,0.5224088430404663,88.671875,96.09375,0.00029992753494342307
131000,0.400787353515625,91.796875,96.09375,0.00029992753494342307
131100,0.397776335477829,92.578125,98.4375,0.00029992753494342307
131200,0.6505481004714966,84.765625,93.75,0.00029992753494342307
131300,0.349976509809494,92.578125,97.65625,0.00029992753494342307
131400,0.5578517317771912,88.671875,97.65625,0.00029992753494342307
131500,0.7397225499153137,85.15625,92.1875,0.00029992753494342307
131600,0.44767192006111145,91.015625,97.265625,0.00029992278478021086
131700,0.42088544368743896,91.015625,98.046875,0.00029992278478021086
131800,0.4513578414916992,91.796875,96.484375,0.00029992278478021086
131900,0.7347664833068848,85.15625,92.578125,0.00029992278478021086
132000,0.5825828909873962,87.109375,94.921875,0.00029992278478021086
132100,0.5371093153953552,88.28125,95.3125,0.00029992278478021086
132200,0.5934227108955383,88.671875,93.75,0.00029992278478021086
132300,0.5317215323448181,88.671875,94.53125,0.00029992278478021086
132400,0.47115272283554077,90.234375,97.65625,0.00029992278478021086
132500,0.39092668890953064,92.578125,96.875,0.00029992278478021086
132600,0.5399932265281677,89.0625,94.140625,0.00029992278478021086
132700,0.36825111508369446,91.015625,97.65625,0.00029992278478021086
132800,0.6145751476287842,87.109375,95.3125,0.00029992278478021086
132900,0.4115501344203949,91.015625,98.046875,0.00029992278478021086
133000,0.5599850416183472,88.28125,94.921875,0.00029992278478021086
133100,0.4927801489830017,90.234375,94.921875,0.00029992278478021086
133200,0.7012436985969543,83.59375,92.578125,0.00029992278478021086
133300,0.5417817831039429,90.234375,93.75,0.00029992278478021086
133400,0.47711381316185,90.625,95.703125,0.00029992278478021086
133500,0.6493948101997375,87.109375,92.96875,0.00029992278478021086
133600,0.42581143975257874,90.625,97.65625,0.00029992278478021086
133700,0.5500531792640686,86.71875,94.140625,0.00029992278478021086
133800,0.5670123100280762,89.453125,94.140625,0.00029992278478021086
133900,0.3691619038581848,92.96875,98.046875,0.00029992278478021086
134000,0.4377284348011017,91.015625,96.09375,0.00029992278478021086
134100,0.4883536696434021,90.625,96.09375,0.00029992278478021086
134200,0.490215927362442,89.84375,94.921875,0.00029992278478021086
134300,0.5774884819984436,89.0625,93.359375,0.00029992278478021086
134400,0.36762136220932007,92.96875,98.046875,0.00029992278478021086
134500,0.6111119389533997,85.9375,92.1875,0.00029992278478021086
134600,0.5331683158874512,87.5,95.3125,0.00029992278478021086
134700,0.45539844036102295,90.625,96.484375,0.00029992278478021086
134800,0.5212786197662354,90.234375,95.703125,0.000299917883870734
134900,0.5071260333061218,90.625,93.75,0.000299917883870734
135000,0.5220626592636108,90.234375,94.921875,0.000299917883870734
135100,0.6348961591720581,85.546875,93.359375,0.000299917883870734
135200,0.3480880856513977,94.921875,96.875,0.000299917883870734
135300,0.5446063876152039,89.453125,94.53125,0.000299917883870734
135400,0.4470449388027191,91.40625,95.3125,0.000299917883870734
135500,0.5161510109901428,89.0625,95.3125,0.000299917883870734
135600,0.5338472723960876,87.890625,93.359375,0.000299917883870734
135700,0.7485423684120178,85.546875,92.578125,0.000299917883870734
135800,0.4511365294456482,91.015625,96.875,0.000299917883870734
135900,0.5865057110786438,89.84375,95.703125,0.000299917883870734
136000,0.38824278116226196,92.96875,97.265625,0.000299917883870734
136100,0.37608376145362854,91.796875,97.65625,0.000299917883870734
136200,0.5345577597618103,87.890625,94.921875,0.000299917883870734
136300,0.4173332154750824,91.015625,96.875,0.000299917883870734
136400,0.6141294836997986,87.890625,93.75,0.000299917883870734
136500,0.5238954424858093,87.109375,96.484375,0.000299917883870734
136600,0.5257054567337036,89.0625,96.09375,0.000299917883870734
136700,0.5148957371711731,89.0625,96.09375,0.000299917883870734
136800,0.565305769443512,90.625,93.75,0.000299917883870734
136900,0.5626394152641296,88.28125,92.1875,0.000299917883870734
137000,0.45405253767967224,91.40625,95.703125,0.000299917883870734
137100,0.5134665966033936,89.84375,95.703125,0.000299917883870734
137200,0.5341706871986389,88.28125,96.09375,0.000299917883870734
137300,0.45004335045814514,91.40625,96.09375,0.000299917883870734
137400,0.49775001406669617,89.84375,96.875,0.000299917883870734
137500,0.6276295781135559,84.765625,94.53125,0.000299917883870734
137600,0.4782949984073639,90.625,97.65625,0.000299917883870734
137700,0.27572351694107056,95.3125,99.21875,0.000299917883870734
137800,0.592811107635498,85.9375,94.53125,0.000299917883870734
137900,0.6902379393577576,83.984375,93.75,0.0002999128322199202
138000,0.6698871850967407,85.15625,95.3125,0.0002999128322199202
138100,0.42241570353507996,91.015625,97.265625,0.0002999128322199202
138200,0.4069403111934662,91.40625,96.09375,0.0002999128322199202
138300,0.6362462639808655,85.9375,94.140625,0.0002999128322199202
138400,0.45156675577163696,90.625,95.3125,0.0002999128322199202
138500,0.4744502305984497,90.625,94.53125,0.0002999128322199202
138600,0.4328681230545044,94.140625,96.09375,0.0002999128322199202
138700,0.5532304644584656,91.40625,95.3125,0.0002999128322199202
138800,0.7404522895812988,83.59375,94.140625,0.0002999128322199202
138900,0.5754292011260986,88.28125,94.921875,0.0002999128322199202
139000,0.323068231344223,93.359375,98.4375,0.0002999128322199202
139100,0.6290292739868164,86.328125,93.75,0.0002999128322199202
139200,0.6888559460639954,86.328125,93.359375,0.0002999128322199202
139300,0.35761281847953796,92.96875,97.65625,0.0002999128322199202
139400,0.44392916560173035,92.96875,94.140625,0.0002999128322199202
139500,0.4707176089286804,90.234375,95.3125,0.0002999128322199202
139600,0.4829738438129425,89.84375,96.09375,0.0002999128322199202
139700,0.5154760479927063,89.84375,95.703125,0.0002999128322199202
139800,0.7765027284622192,82.8125,91.015625,0.0002999128322199202
139900,0.49152645468711853,89.84375,96.09375,0.0002999128322199202
140000,0.7461400032043457,81.25,91.015625,0.0002999128322199202
140100,0.534257709980011,89.0625,94.140625,0.0002999128322199202
140200,0.8893331289291382,81.640625,91.015625,0.0002999128322199202
140300,0.398311972618103,92.96875,97.65625,0.0002999128322199202
140400,0.7504724264144897,84.765625,92.578125,0.0002999128322199202
140500,0.5419959425926208,89.453125,96.484375,0.0002999128322199202
140600,0.3616267442703247,92.1875,98.4375,0.0002999128322199202
140700,0.43746256828308105,90.625,97.265625,0.0002999128322199202
140800,0.6756848692893982,85.9375,92.578125,0.0002999128322199202
140900,0.3849344253540039,92.96875,95.3125,0.0002999128322199202
141000,0.613230288028717,85.546875,92.96875,0.0002999076298328488
141100,0.5429356098175049,87.5,94.921875,0.0002999076298328488
141200,0.6328405737876892,83.59375,94.921875,0.0002999076298328488
141300,0.547558069229126,87.890625,95.703125,0.0002999076298328488
141400,0.6958702206611633,84.375,92.96875,0.0002999076298328488
141500,0.5034897923469543,88.28125,95.703125,0.0002999076298328488
141600,0.44787418842315674,92.96875,96.875,0.0002999076298328488
141700,0.4159230887889862,90.234375,97.265625,0.0002999076298328488
141800,0.5718379020690918,85.546875,95.3125,0.0002999076298328488
141900,0.48935237526893616,91.40625,96.484375,0.0002999076298328488
142000,0.6178632378578186,89.453125,92.96875,0.0002999076298328488
142100,0.5981439352035522,89.0625,94.53125,0.0002999076298328488
142200,0.5386168360710144,89.0625,92.96875,0.0002999076298328488
142300,0.5665780901908875,89.0625,94.53125,0.0002999076298328488
142400,0.3862766623497009,92.96875,97.65625,0.0002999076298328488
142500,0.46062806248664856,91.015625,97.265625,0.0002999076298328488
142600,0.26724773645401,96.09375,98.4375,0.0002999076298328488
142700,0.4676176905632019,91.015625,95.703125,0.0002999076298328488
142800,0.437572717666626,90.625,98.4375,0.0002999076298328488
142900,0.5639334917068481,87.109375,95.703125,0.0002999076298328488
143000,0.6742579340934753,83.203125,93.75,0.0002999076298328488
143100,0.728397011756897,84.375,94.53125,0.0002999076298328488
143200,0.5736159086227417,87.109375,94.53125,0.0002999076298328488
143300,0.6635067462921143,87.5,91.40625,0.0002999076298328488
143400,0.39935749769210815,91.796875,96.09375,0.0002999076298328488
143500,0.45525601506233215,91.015625,94.53125,0.0002999076298328488
143600,0.4122360050678253,90.625,98.4375,0.0002999076298328488
143700,0.53392493724823,83.59375,96.484375,0.0002999076298328488
143800,0.5886600613594055,87.5,94.140625,0.0002999076298328488
143900,0.4134185314178467,92.1875,96.484375,0.0002999076298328488
144000,0.3381406366825104,92.96875,98.4375,0.0002999076298328488
144100,0.6891499757766724,86.328125,93.359375,0.0002999076298328488
144200,0.46409204602241516,90.625,96.875,0.00029990227671475105
144300,0.5395217537879944,88.671875,95.703125,0.00029990227671475105
144400,0.5148187875747681,86.71875,97.65625,0.00029990227671475105
144500,0.3916037976741791,92.578125,95.3125,0.00029990227671475105
144600,0.4893726110458374,90.234375,96.875,0.00029990227671475105
144700,0.5169079303741455,89.0625,95.703125,0.00029990227671475105
144800,0.4914529323577881,90.625,96.875,0.00029990227671475105
144900,0.4764399230480194,88.671875,94.921875,0.00029990227671475105
145000,0.38016214966773987,90.625,99.609375,0.00029990227671475105
145100,0.5174257159233093,91.015625,95.703125,0.00029990227671475105
145200,0.4605978727340698,90.234375,95.3125,0.00029990227671475105
145300,0.4711952209472656,89.84375,97.265625,0.00029990227671475105
145400,0.3638622760772705,92.578125,98.828125,0.00029990227671475105
145500,0.48494094610214233,90.234375,96.875,0.00029990227671475105
145600,0.4227791726589203,91.796875,97.65625,0.00029990227671475105
145700,0.5482441186904907,86.71875,94.53125,0.00029990227671475105
145800,0.5744558572769165,88.671875,94.53125,0.00029990227671475105
145900,0.5815466046333313,85.9375,94.53125,0.00029990227671475105
146000,0.5132427215576172,91.015625,94.53125,0.00029990227671475105
146100,0.5719811916351318,87.890625,94.53125,0.00029990227671475105
146200,0.4887291491031647,91.015625,96.09375,0.00029990227671475105
146300,0.5396755337715149,88.28125,96.484375,0.00029990227671475105
146400,0.5146366357803345,89.453125,96.09375,0.00029990227671475105
146500,0.5722057819366455,87.5,92.96875,0.00029990227671475105
146600,0.480276495218277,87.890625,96.09375,0.00029990227671475105
146700,0.547295093536377,87.109375,97.65625,0.00029990227671475105
146800,0.5853976607322693,86.71875,94.140625,0.00029990227671475105
146900,0.41151002049446106,91.796875,97.265625,0.00029990227671475105
147000,0.44434112310409546,90.234375,96.484375,0.00029990227671475105
147100,0.6372750997543335,88.671875,92.578125,0.00029990227671475105
147200,0.5892406702041626,86.71875,94.53125,0.00029990227671475105
147300,0.45691683888435364,91.40625,97.265625,0.0002998967728710092
147400,0.34604883193969727,92.96875,96.484375,0.0002998967728710092
147500,0.60675048828125,88.28125,92.1875,0.0002998967728710092
147600,0.4774795174598694,90.234375,96.484375,0.0002998967728710092
147700,0.540510356426239,88.671875,94.921875,0.0002998967728710092
147800,0.3842698633670807,93.359375,97.265625,0.0002998967728710092
147900,0.5619096159934998,88.671875,95.3125,0.0002998967728710092
148000,0.3913348317146301,92.96875,97.265625,0.0002998967728710092
148100,0.48378652334213257,91.015625,94.53125,0.0002998967728710092
148200,0.4479464888572693,89.84375,95.3125,0.0002998967728710092
148300,0.538848340511322,91.40625,95.703125,0.0002998967728710092
148400,0.38069483637809753,92.96875,96.875,0.0002998967728710092
148500,0.5147806406021118,89.84375,95.3125,0.0002998967728710092
148600,0.47115686535835266,91.015625,96.484375,0.0002998967728710092
148700,0.6297383904457092,86.71875,93.359375,0.0002998967728710092
148800,0.5754188299179077,88.28125,93.359375,0.0002998967728710092
148900,0.6427907347679138,88.671875,91.796875,0.0002998967728710092
149000,0.48812955617904663,90.625,95.3125,0.0002998967728710092
149100,0.6858664751052856,85.9375,94.53125,0.0002998967728710092
149200,0.31546953320503235,94.140625,97.65625,0.0002998967728710092
149300,0.35290607810020447,92.578125,97.265625,0.0002998967728710092
149400,0.47415846586227417,92.96875,96.484375,0.0002998967728710092
149500,0.5101813673973083,89.0625,94.53125,0.0002998967728710092
149600,0.5817566514015198,89.84375,95.3125,0.0002998967728710092
149700,0.45916545391082764,89.84375,94.921875,0.0002998967728710092
149800,0.4267157316207886,90.625,95.3125,0.0002998967728710092
149900,0.5827436447143555,89.0625,93.75,0.0002998967728710092
150000,0.52888423204422,88.671875,96.09375,0.0002998967728710092
150100,0.7009726166725159,82.8125,93.359375,0.0002998967728710092
150200,0.5526917576789856,87.5,95.703125,0.0002998967728710092
150300,0.5411609411239624,89.453125,94.140625,0.0002998967728710092
150400,0.4311259686946869,91.015625,95.3125,0.00029989111830715747
150500,0.427227258682251,88.671875,97.65625,0.00029989111830715747
150600,0.4098691940307617,91.015625,98.046875,0.00029989111830715747
150700,0.7433950901031494,84.375,91.40625,0.00029989111830715747
150800,0.5343852043151855,89.84375,94.921875,0.00029989111830715747
150900,0.45787155628204346,91.015625,94.921875,0.00029989111830715747
151000,0.49628913402557373,88.28125,95.703125,0.00029989111830715747
151100,0.5396641492843628,87.890625,94.921875,0.00029989111830715747
151200,0.6043914556503296,87.109375,94.140625,0.00029989111830715747
151300,0.5479063391685486,90.625,94.53125,0.00029989111830715747
151400,0.6518754959106445,85.15625,93.359375,0.00029989111830715747
151500,0.3686017692089081,92.578125,97.65625,0.00029989111830715747
151600,0.6210973858833313,87.5,93.75,0.00029989111830715747
151700,0.5676382780075073,87.890625,94.140625,0.00029989111830715747
151800,0.35860881209373474,92.96875,97.65625,0.00029989111830715747
151900,0.48499953746795654,87.5,95.703125,0.00029989111830715747
152000,0.5600616335868835,86.328125,93.75,0.00029989111830715747
152100,0.569805920124054,89.0625,94.53125,0.00029989111830715747
152200,0.39469072222709656,91.796875,99.21875,0.00029989111830715747
152300,0.5287982225418091,89.84375,96.484375,0.00029989111830715747
152400,0.49243590235710144,91.015625,94.140625,0.00029989111830715747
152500,0.5491036772727966,90.625,95.703125,0.00029989111830715747
152600,0.478719025850296,89.453125,95.703125,0.00029989111830715747
152700,0.6996967792510986,86.328125,92.96875,0.00029989111830715747
152800,0.4206482172012329,90.234375,96.875,0.00029989111830715747
152900,0.557110071182251,88.28125,94.921875,0.00029989111830715747
153000,0.6161337494850159,85.546875,94.53125,0.00029989111830715747
153100,0.45004159212112427,91.015625,96.09375,0.00029989111830715747
153200,0.4155447781085968,92.578125,96.875,0.00029989111830715747
153300,0.4941798746585846,87.890625,96.484375,0.00029989111830715747
153400,0.7208317518234253,87.5,93.359375,0.00029989111830715747
153500,0.29454025626182556,94.921875,98.046875,0.00029989111830715747
153600,0.6282792687416077,88.671875,94.53125,0.0002998853130288813
153700,0.34587904810905457,93.359375,97.265625,0.0002998853130288813
153800,0.3990788757801056,91.796875,98.828125,0.0002998853130288813
153900,0.3941662907600403,91.40625,98.046875,0.0002998853130288813
154000,0.6792364716529846,86.328125,92.578125,0.0002998853130288813
154100,0.5506051182746887,88.28125,95.3125,0.0002998853130288813
154200,0.5137097835540771,91.015625,94.921875,0.0002998853130288813
154300,0.44002872705459595,90.234375,97.265625,0.0002998853130288813
154400,0.7029969096183777,83.984375,92.578125,0.0002998853130288813
154500,0.7532935738563538,84.375,92.96875,0.0002998853130288813
154600,0.510470986366272,87.5,94.921875,0.0002998853130288813
154700,0.36348244547843933,92.578125,97.65625,0.0002998853130288813
154800,0.5912403464317322,90.625,93.359375,0.0002998853130288813
154900,0.6419685482978821,86.71875,92.1875,0.0002998853130288813
155000,0.4692875146865845,88.28125,97.265625,0.0002998853130288813
155100,0.4603584110736847,90.625,94.921875,0.0002998853130288813
155200,0.38219550251960754,92.578125,97.265625,0.0002998853130288813
155300,0.59026700258255,87.5,95.3125,0.0002998853130288813
155400,0.48416683077812195,89.0625,96.484375,0.0002998853130288813
155500,0.4206320345401764,92.578125,96.875,0.0002998853130288813
155600,0.4996781349182129,88.28125,95.3125,0.0002998853130288813
155700,0.6138203144073486,87.5,94.921875,0.0002998853130288813
155800,0.46995434165000916,90.625,96.875,0.0002998853130288813
155900,0.48116329312324524,88.671875,96.484375,0.0002998853130288813
156000,0.48756226897239685,91.796875,96.09375,0.0002998853130288813
156100,0.4355688691139221,89.453125,95.3125,0.0002998853130288813
156200,0.25048813223838806,92.96875,99.609375,0.0002998853130288813
156300,0.4075503945350647,92.96875,98.046875,0.0002998853130288813
156400,0.6158581376075745,87.5,93.75,0.0002998853130288813
156500,0.5001366138458252,88.28125,96.09375,0.0002998853130288813
156600,0.5446551442146301,87.5,95.3125,0.0002998853130288813
156700,0.32046565413475037,92.578125,98.046875,0.00029987935704201804
156800,0.35455867648124695,93.359375,98.046875,0.00029987935704201804
156900,0.5437156558036804,88.671875,94.53125,0.00029987935704201804
157000,0.4589289128780365,91.015625,96.09375,0.00029987935704201804
157100,0.4786997139453888,89.84375,96.484375,0.00029987935704201804
157200,0.2979883551597595,94.140625,99.21875,0.00029987935704201804
157300,0.4165855944156647,89.453125,96.875,0.00029987935704201804
157400,0.4037885069847107,92.1875,98.4375,0.00029987935704201804
157500,0.615755558013916,86.328125,93.359375,0.00029987935704201804
157600,0.5087586045265198,90.234375,92.96875,0.00029987935704201804
157700,0.4514186680316925,90.234375,97.265625,0.00029987935704201804
157800,0.5886120200157166,88.28125,93.359375,0.00029987935704201804
157900,0.44564345479011536,90.625,96.09375,0.00029987935704201804
158000,0.43787819147109985,91.015625,96.09375,0.00029987935704201804
158100,0.3640032708644867,91.796875,98.828125,0.00029987935704201804
158200,0.5326544642448425,89.0625,95.3125,0.00029987935704201804
158300,0.3470284044742584,92.578125,96.09375,0.00029987935704201804
158400,0.4446970820426941,89.0625,96.09375,0.00029987935704201804
158500,0.5036682486534119,90.625,97.265625,0.00029987935704201804
158600,0.40533560514450073,90.625,95.703125,0.00029987935704201804
158700,0.4450749158859253,91.796875,96.484375,0.00029987935704201804
158800,0.8808649778366089,79.296875,89.84375,0.00029987935704201804
158900,0.5752163529396057,88.28125,94.921875,0.00029987935704201804
159000,0.34598636627197266,93.75,97.65625,0.00029987935704201804
159100,0.4504235088825226,91.015625,96.09375,0.00029987935704201804
159200,0.4594959020614624,91.40625,96.09375,0.00029987935704201804
159300,0.4601600766181946,91.40625,95.703125,0.00029987935704201804
159400,0.293063759803772,95.703125,98.828125,0.00029987935704201804
159500,0.5955671668052673,87.890625,94.921875,0.00029987935704201804
159600,0.5530335307121277,89.0625,95.703125,0.00029987935704201804
159700,0.36339786648750305,91.40625,98.046875,0.00029987935704201804
159800,0.4424971640110016,90.234375,96.09375,0.0002998732503525563
159900,0.4314170181751251,91.40625,97.265625,0.0002998732503525563
160000,0.35286983847618103,93.359375,97.265625,0.0002998732503525563
160100,0.5313423871994019,87.890625,95.703125,0.0002998732503525563
160200,0.6299883127212524,86.328125,93.359375,0.0002998732503525563
160300,0.58448326587677,86.328125,95.3125,0.0002998732503525563
160400,0.5822747945785522,88.28125,95.703125,0.0002998732503525563
160500,0.49173012375831604,90.625,95.703125,0.0002998732503525563
160600,0.39968574047088623,92.1875,97.265625,0.0002998732503525563
160700,0.6273089051246643,84.765625,93.359375,0.0002998732503525563
160800,0.3883926570415497,92.96875,96.09375,0.0002998732503525563
160900,0.48547351360321045,87.5,94.921875,0.0002998732503525563
161000,0.35775089263916016,91.40625,96.875,0.0002998732503525563
161100,0.6142110228538513,87.890625,94.140625,0.0002998732503525563
161200,0.40849798917770386,91.796875,96.09375,0.0002998732503525563
161300,0.4725548028945923,89.453125,94.921875,0.0002998732503525563
161400,0.4228130280971527,91.796875,96.09375,0.0002998732503525563
161500,0.399536669254303,92.578125,96.875,0.0002998732503525563
161600,0.5781385898590088,87.890625,94.921875,0.0002998732503525563
161700,0.3365592658519745,91.796875,97.265625,0.0002998732503525563
161800,0.7004470825195312,84.765625,91.796875,0.0002998732503525563
161900,0.8819035887718201,79.6875,89.453125,0.0002998732503525563
162000,0.49190178513526917,89.84375,96.09375,0.0002998732503525563
162100,0.5968316197395325,87.109375,93.75,0.0002998732503525563
162200,0.4619380533695221,91.40625,95.3125,0.0002998732503525563
162300,0.5985919237136841,87.5,95.703125,0.0002998732503525563
162400,0.44370630383491516,89.453125,96.09375,0.0002998732503525563
162500,0.7396130561828613,86.328125,91.796875,0.0002998732503525563
162600,0.5333660840988159,89.84375,94.921875,0.0002998732503525563
162700,0.489627480506897,89.453125,95.3125,0.0002998732503525563
162800,0.5877900719642639,86.328125,94.140625,0.0002998732503525563
162900,0.5527486205101013,89.453125,94.140625,0.0002998732503525563
163000,0.4249420464038849,91.40625,95.703125,0.00029986699296663636
163100,0.6226169466972351,84.765625,94.140625,0.00029986699296663636
163200,0.5495409369468689,88.28125,94.140625,0.00029986699296663636
163300,0.4334774315357208,89.453125,96.875,0.00029986699296663636
163400,0.44601255655288696,91.40625,96.875,0.00029986699296663636
163500,0.4557323157787323,91.40625,96.875,0.00029986699296663636
163600,0.4418867826461792,91.40625,94.921875,0.00029986699296663636
163700,0.5226183533668518,87.890625,96.09375,0.00029986699296663636
163800,0.6161029934883118,87.109375,96.09375,0.00029986699296663636
163900,0.5030866861343384,90.234375,94.921875,0.00029986699296663636
164000,0.4499717056751251,89.84375,96.484375,0.00029986699296663636
164100,0.5531560778617859,86.71875,95.3125,0.00029986699296663636
164200,0.3794970214366913,88.28125,99.21875,0.00029986699296663636
164300,0.42029672861099243,91.015625,95.703125,0.00029986699296663636
164400,0.3531610667705536,93.75,97.65625,0.00029986699296663636
164500,0.6524893641471863,87.109375,92.1875,0.00029986699296663636
164600,0.44570785760879517,88.671875,98.046875,0.00029986699296663636
164700,0.4560915231704712,89.84375,94.921875,0.00029986699296663636
164800,0.40177494287490845,91.796875,99.21875,0.00029986699296663636
164900,0.5185641050338745,89.84375,94.921875,0.00029986699296663636
165000,0.4940575063228607,89.84375,96.09375,0.00029986699296663636
165100,0.42205414175987244,92.1875,97.265625,0.00029986699296663636
165200,0.40638789534568787,91.015625,98.046875,0.00029986699296663636
165300,0.5079923868179321,87.109375,97.265625,0.00029986699296663636
165400,0.5176573395729065,88.671875,94.921875,0.00029986699296663636
165500,0.49786967039108276,89.84375,95.703125,0.00029986699296663636
165600,0.5033589601516724,89.453125,96.875,0.00029986699296663636
165700,0.4508497714996338,91.40625,94.921875,0.00029986699296663636
165800,0.540729284286499,89.84375,94.53125,0.00029986699296663636
165900,0.4224615693092346,91.40625,96.875,0.00029986699296663636
166000,0.41833001375198364,92.578125,98.046875,0.00029986699296663636
166100,0.6108171939849854,87.109375,94.53125,0.00029986058489054994
166200,0.3741578757762909,94.53125,97.65625,0.00029986058489054994
166300,0.4567887783050537,89.84375,94.921875,0.00029986058489054994
166400,0.5796993374824524,90.234375,94.140625,0.00029986058489054994
166500,0.5001649260520935,90.234375,94.921875,0.00029986058489054994
166600,0.6322363615036011,87.109375,93.75,0.00029986058489054994
166700,0.4317796230316162,92.1875,96.875,0.00029986058489054994
166800,0.5481080412864685,88.671875,92.1875,0.00029986058489054994
166900,0.3819746673107147,91.796875,97.65625,0.00029986058489054994
167000,0.5677620768547058,90.234375,92.578125,0.00029986058489054994
167100,0.47908756136894226,91.40625,95.703125,0.00029986058489054994
167200,0.5308214426040649,88.28125,95.3125,0.00029986058489054994
167300,0.5396308898925781,87.890625,95.3125,0.00029986058489054994
167400,0.4743882417678833,91.015625,97.65625,0.00029986058489054994
167500,0.7354273796081543,85.546875,92.1875,0.00029986058489054994
167600,0.4529590904712677,87.890625,95.703125,0.00029986058489054994
167700,0.44145238399505615,90.234375,96.875,0.00029986058489054994
167800,0.6194391250610352,86.328125,92.578125,0.00029986058489054994
167900,0.48636186122894287,89.0625,96.09375,0.00029986058489054994
168000,0.28021329641342163,95.3125,98.046875,0.00029986058489054994
168100,0.4129248857498169,91.40625,95.703125,0.00029986058489054994
168200,0.6421481370925903,85.546875,92.96875,0.00029986058489054994
168300,0.3135896623134613,94.53125,98.046875,0.00029986058489054994
168400,0.5215363502502441,89.0625,94.140625,0.00029986058489054994
168500,0.4130261242389679,92.578125,98.046875,0.00029986058489054994
168600,0.35886350274086,92.578125,98.4375,0.00029986058489054994
168700,0.5568159818649292,87.109375,93.75,0.00029986058489054994
168800,0.4075957238674164,91.796875,94.921875,0.00029986058489054994
168900,0.7222971320152283,84.765625,93.359375,0.00029986058489054994
169000,0.4580998420715332,89.84375,97.265625,0.00029986058489054994
169100,0.5658718943595886,88.671875,94.921875,0.00029986058489054994
169200,0.4380299746990204,92.96875,96.09375,0.00029985402613074026
169300,0.5373799800872803,91.015625,96.484375,0.00029985402613074026
169400,0.46044090390205383,89.453125,96.875,0.00029985402613074026
169500,0.4702605903148651,90.234375,95.703125,0.00029985402613074026
169600,0.4306328594684601,91.40625,97.265625,0.00029985402613074026
169700,0.7243568301200867,83.59375,91.796875,0.00029985402613074026
169800,0.4145033359527588,91.40625,96.875,0.00029985402613074026
169900,0.42327675223350525,90.625,95.3125,0.00029985402613074026
170000,0.6241901516914368,88.671875,96.09375,0.00029985402613074026
170100,0.45098990201950073,89.84375,96.484375,0.00029985402613074026
170200,0.527180552482605,91.015625,93.75,0.00029985402613074026
170300,0.5048398375511169,92.1875,94.53125,0.00029985402613074026
170400,0.3996325731277466,91.796875,98.046875,0.00029985402613074026
170500,0.6769300699234009,87.5,92.96875,0.00029985402613074026
170600,0.3714577555656433,92.96875,97.65625,0.00029985402613074026
170700,0.4423511028289795,92.578125,94.53125,0.00029985402613074026
170800,0.6129748821258545,86.71875,92.1875,0.00029985402613074026
170900,0.6085644960403442,85.546875,95.3125,0.00029985402613074026
171000,0.6437644362449646,89.0625,94.53125,0.00029985402613074026
171100,0.4256492257118225,91.015625,96.875,0.00029985402613074026
171200,0.6736102104187012,85.546875,92.1875,0.00029985402613074026
171300,0.4132760167121887,92.96875,96.09375,0.00029985402613074026
171400,0.5296218991279602,89.0625,94.53125,0.00029985402613074026
171500,0.36663562059402466,91.015625,98.046875,0.00029985402613074026
171600,0.5093206167221069,90.625,96.875,0.00029985402613074026
171700,0.4706069529056549,93.359375,95.703125,0.00029985402613074026
